rfMRI connectivity (ICA100 edge 862), Cluster_9, 0.040492
rfMRI connectivity (ICA100 edge 921), Cluster_9, 0.046756
rfMRI connectivity (ICA100 edge 928), Cluster_9, 0.042803
rfMRI connectivity (ICA100 edge 953), Cluster_9, 0.050607
rfMRI connectivity (ICA100 edge 1205), Cluster_9, 0.042194
rfMRI connectivity (ICA100 edge 1209), Cluster_9, 0.041755
rfMRI connectivity (ICA100 edge 1217), Cluster_9, 0.040716
rfMRI connectivity (ICA100 edge 1225), Cluster_9, 0.041383
rfMRI connectivity (ICA100 edge 1288), Cluster_9, 0.041285
rfMRI connectivity (ICA100 edge 1296), Cluster_9, 0.041202
rfMRI connectivity (ICA100 edge 1327), Cluster_9, 0.040451
rfMRI connectivity (ICA100 edge 1451), Cluster_9, 0.040757
rfMRI connectivity (ICA100 edge 1463), Cluster_9, 0.040831
rfMRI connectivity (ICA25 edge 48), Cluster_10, 0.030446
rfMRI connectivity (ICA25 edge 69), Cluster_10, 0.029546
rfMRI connectivity (ICA25 edge 76), Cluster_10, 0.030038
rfMRI connectivity (ICA25 edge 145), Cluster_10, 0.033548
rfMRI connectivity (ICA25 edge 156), Cluster_10, 0.028460
rfMRI connectivity (ICA25 edge 172), Cluster_10, 0.027864
rfMRI connectivity (ICA25 edge 173), Cluster_10, 0.030322
rfMRI connectivity (ICA25 edge 194), Cluster_10, 0.029097
rfMRI connectivity (ICA100 edge 15), Cluster_10, 0.026033
rfMRI connectivity (ICA100 edge 33), Cluster_10, 0.025557
rfMRI connectivity (ICA100 edge 139), Cluster_10, 0.025545
rfMRI connectivity (ICA100 edge 142), Cluster_10, 0.029645
rfMRI connectivity (ICA100 edge 152), Cluster_10, 0.026704
rfMRI connectivity (ICA100 edge 157), Cluster_10, 0.030027
rfMRI connectivity (ICA100 edge 160), Cluster_10, 0.027236
rfMRI connectivity (ICA100 edge 209), Cluster_10, 0.025941
rfMRI connectivity (ICA100 edge 258), Cluster_10, 0.025312
rfMRI connectivity (ICA100 edge 273), Cluster_10, 0.025847
rfMRI connectivity (ICA100 edge 277), Cluster_10, 0.026939
rfMRI connectivity (ICA100 edge 353), Cluster_10, 0.029520
rfMRI connectivity (ICA100 edge 356), Cluster_10, 0.027290
rfMRI connectivity (ICA100 edge 371), Cluster_10, 0.028863
rfMRI connectivity (ICA100 edge 470), Cluster_10, 0.025638
rfMRI connectivity (ICA100 edge 491), Cluster_10, 0.025811
rfMRI connectivity (ICA100 edge 497), Cluster_10, 0.028301
rfMRI connectivity (ICA100 edge 531), Cluster_10, 0.025244
rfMRI connectivity (ICA100 edge 544), Cluster_10, 0.025910
rfMRI connectivity (ICA100 edge 556), Cluster_10, 0.028178
rfMRI connectivity (ICA100 edge 558), Cluster_10, 0.026500
rfMRI connectivity (ICA100 edge 595), Cluster_10, 0.027528
rfMRI connectivity (ICA100 edge 695), Cluster_10, 0.031960
rfMRI connectivity (ICA100 edge 705), Cluster_10, 0.026217
rfMRI connectivity (ICA100 edge 743), Cluster_10, 0.026761
rfMRI connectivity (ICA100 edge 840), Cluster_10, 0.025587
rfMRI connectivity (ICA100 edge 847), Cluster_10, 0.026052
rfMRI connectivity (ICA100 edge 1119), Cluster_10, 0.026709
rfMRI connectivity (ICA100 edge 1166), Cluster_10, 0.026142
rfMRI connectivity (ICA100 edge 1295), Cluster_10, 0.025323
rfMRI connectivity (ICA100 edge 1302), Cluster_10, 0.025325
rfMRI connectivity (ICA100 edge 1386), Cluster_10, 0.025122
rfMRI connectivity (ICA100 edge 1392), Cluster_10, 0.024972
rfMRI connectivity (ICA25 edge 6), Cluster_11, 0.016808
rfMRI connectivity (ICA25 edge 36), Cluster_11, 0.021222
rfMRI connectivity (ICA25 edge 45), Cluster_11, 0.037267
rfMRI connectivity (ICA25 edge 58), Cluster_11, 0.039574
